_MeanReward,Steps,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,PolicyLoss,PolicyEntropy,KL,Beta,_lr_multiplier,ValFuncLoss,ExplainedVarNew,ExplainedVarOld
179.788299906,720,0.0533989082404,-0.738163669437,3.5,0.0313646978708,0.0136533562677,-3.1066775322,2.75051045418,0.387532082152,-1.57898385724e-16,-1.95541140446,3.23321165052,0.999990764448,0.467972161802,0.0247096810733,1.49433726472,0.0865885203146,20,4.25223e+14,-19.8139,2.91624e+06,1.5,1.0,0.0647937488033,0.320969890427,-0.097435869346
187.25964453,750,0.0426947272552,-0.775395978968,3.4,0.0346673061726,-0.613915342572,-120.160758972,112.749885559,239.409547451,0.0,-1.8108832862,3.22570690092,0.999991170997,0.4876623373,0.0246466045468,1.4640094445,0.0947624423507,40,6.06732e+21,-49.9792,1.10157e+10,2.25,1.0,0.0495133642747,0.479237366532,0.281236688292
182.925279754,732,0.0488913900365,-0.804231804288,2.45,0.0266598425827,2.76414554257,-4002.71386719,4455.93701172,171683.700065,3.88274718995e-17,-2.13859359981,4.3855728925,0.999985266377,0.456624716337,0.0246621800637,1.11451741329,0.0683260382954,60,2.56186e+27,-53.4193,7.15802e+12,3.375,1.0,0.0151507631321,0.785925169409,0.662677352474
156.138494604,626,0.0477492341845,-0.740868141455,1.95,0.0222844955576,50.7928700272,-141748.90625,154810.34375,122253500.068,2.27010458709e-17,-2.82941457483,6.82440735684,0.999982010457,0.393877442615,0.0246927572079,0.904926699235,0.0492992790869,80,3.12736e+31,-48.5113,7.90868e+14,5.0625,1.0,0.00711729629553,0.865222231937,0.723870209883
171.261853586,686,0.0502544203937,-0.803683409981,2.45,0.0248584849335,1716.2751425,-5081607.0,6036252.0,110078132818.0,-2.07155316548e-17,-3.6005391788,5.86426399338,0.999980154798,0.432209630846,0.0247181413876,1.10572769179,0.0614355867775,100,2.53946e+36,-31.1964,2.25365e+17,7.59375,1.0,0.0100660612469,0.837318760985,0.787324998596
237.073742982,950,0.0765772587075,-0.824734913329,3.3,0.0372255607732,2592.64763173,-120567352.0,126254448.0,4.81856803186e+13,-7.47939721853e-17,-1.7587104471,3.67504336913,0.999985068833,0.578533709717,0.0247330303325,1.42466675633,0.109695476643,120,2.55521e+38,-11.0205,2.26063e+18,11.390625,1.0,0.0241975073808,0.789685751775,0.718192035285
219.757441996,879,0.0570936568068,-0.952086395564,3.05,0.038035511831,-77259.2313727,-2307398912.0,2074900480.0,1.18334519317e+16,-4.04176755267e-17,-2.15679284173,3.03057415289,0.999985619138,0.543198441509,0.0246915380308,1.34088569026,0.100222611175,140,inf,6.82887,6.16382e+19,17.0859375,1.0,0.0259718669343,0.751600446704,0.674824476758
300.382461111,1202,0.0628649080165,-0.96523056165,5.65,0.0768649835343,997655.376082,-41837981696.0,40784158720.0,3.01943169881e+18,-1.24138081955e-16,-1.91210768529,4.77451394322,0.999989488039,0.743882584067,0.0247009849243,2.18139004868,0.210935228234,160,inf,29.0285,2.14458e+21,25.62890625,1.0,0.0773160816606,0.700751685526,0.546359128005
289.100521184,1157,0.0609967266689,-0.739720703712,4.3,0.0555004098916,-20087820.9177,-881541971968.0,723767721984.0,9.73884868991e+20,0.0,-2.85967391917,2.34560972646,0.999989694046,0.700330427891,0.0247564504738,1.76164596591,0.167456311423,180,inf,53.1451,8.39173e+22,35.0,0.6666666666666666,0.0534656984427,0.680769662291,0.57055192466
268.597716881,1074,0.045585646735,-0.928897447935,3.95,0.0477808609296,-1469151025.13,-1.74313334374e+13,1.46986028237e+13,3.34427234269e+23,-3.96951249028e-17,-3.06276209427,3.49748001038,0.999989594286,0.643638397103,0.0247387459732,1.65490351808,0.135221506346,200,inf,76.7365,2.33968e+21,35.0,0.4444444444444444,0.0275222300212,0.798977907008,0.586466632627
