_MeanReward,Steps,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,PolicyLoss,PolicyEntropy,KL,Beta,_lr_multiplier,ValFuncLoss,ExplainedVarNew,ExplainedVarOld
109.674057943,427,0.0223283254067,-0.582955831048,1.25,0.0174215831364,-0.0300213233361,-1.63868296146,1.53920972347,0.372541765749,5.61611647117e-17,-1.89178216376,3.83546413799,0.999976660515,0.271676952202,0.00519858704754,0.62667964491,0.0244557614518,20,-0.0163486,0.921734,0.00963375,1.5,1.0,0.0434671455106,-0.75717183642,0.433873425638
118.34136357,459,0.0298779379995,-0.498740046622,1.35,0.0159964819464,-0.0180076015489,-1.7019238472,1.81551504135,0.364366384708,0.0,-1.62875322919,3.32997659295,0.999990559694,0.297199845092,0.00694363125743,0.67523714906,0.0285026105288,40,-0.00245388,0.925017,0.000892042,1.0,1.0,0.0245845084948,0.337073946927,-0.681730657636
111.81046996,434,0.020797343044,-0.650852136776,1.2,0.0166390126119,0.0368464852421,-1.94452655315,1.77559709549,0.334755103365,0.0,-2.67118485647,3.44215912508,0.999985040589,0.280995813931,0.00350383361149,0.610916079189,0.0249617020263,60,-0.00868928,0.926207,0.00167871,1.0,1.0,0.0135598912045,0.459759651662,0.197528721635
113.292009296,441,0.0188200331006,-0.737787294196,1.35,0.016239611641,0.0339151854055,-1.80176961422,2.0033288002,0.374294079378,0.0,-3.41016848619,3.41444751999,0.999983541103,0.288082867534,0.0051928053916,0.678715673827,0.026891875341,80,-0.00740675,0.928471,0.00297579,1.0,1.0,0.00870464813464,0.707887941381,0.389473689786
114.889249059,447,0.0302310993613,-0.495818489407,1.3,0.0161804059247,0.019091704103,-1.85477912426,1.76080656052,0.333787081485,1.03322769182e-16,-2.82431762233,3.17200401028,0.999966809082,0.285652383404,0.00517316345703,0.654080996492,0.0264502352411,100,-0.00592791,0.930577,0.0048332,1.0,1.0,0.0028834857639,0.893373035529,0.827223167855
114.462467003,447,0.0211065033003,-0.674104688972,1.2,0.0174805034267,0.0361494978669,-1.85811555386,1.94637823105,0.385363754113,7.9479053217e-18,-3.18126512413,4.48242065518,0.999964608672,0.284736123634,0.004073116897,0.606300298107,0.0256429643732,120,-0.0235955,0.934852,0.00886207,1.5,1.0,0.00267673388399,0.895616478753,0.858335422152
108.100295973,422,0.0181601581731,-0.838112183479,1.55,0.0184801807219,-0.0505036607526,-1.6257032156,2.06067609787,0.377868421544,-2.10468819834e-17,-3.26671879536,4.10262827413,0.999971217042,0.280436208707,0.00522149922078,0.761176119721,0.0276303023013,140,-0.0124748,0.937291,0.00507519,1.5,1.0,0.00521155804708,0.811610599023,0.781510624172
117.784286391,456,0.0320360503875,-0.818411494299,1.3,0.0159467758457,0.0109778718917,-1.53309822083,2.20651817322,0.396905838766,-2.33731163079e-17,-4.15778447912,7.40523262201,0.999959765358,0.296126473918,0.00563987141309,0.65169058025,0.0276768833014,160,-0.00676114,0.936466,0.00226444,1.5,1.0,0.00266302602796,0.90651824441,0.891882128522
117.20106774,455,0.0328071509493,-0.720538456967,1.45,0.0168979106822,-8.51051615817e-05,-1.96897828579,1.62091755867,0.393511080261,0.0,-4.32512772739,6.41268575999,0.999959268526,0.294306159879,0.00748451224527,0.720368608631,0.0281430755384,180,-0.0156692,0.934711,0.00761802,2.25,1.0,0.00281673532158,0.900816800577,0.889828017282
121.618923615,472,0.0313555472748,-0.525104579238,1.5,0.0170579304278,0.0364914073419,-1.72832584381,2.18933439255,0.391314532432,3.01077430407e-17,-2.07835211586,3.95596498214,0.999955721114,0.305122956152,0.00643585537614,0.743352778993,0.0294320118039,200,-0.00254065,0.93178,0.00087951,1.5,1.0,0.00242487001801,0.919020163394,0.910336279578
126.862439875,493,0.0325532667939,-0.513274091769,1.35,0.016740202818,0.0827496304624,-1.94764041901,2.46381235123,0.43158094449,2.8825263114e-17,-4.16194052521,2.83909258169,0.9999517931,0.315461882102,0.00431122243027,0.679467208133,0.0299574641188,220,-0.00261647,0.929811,0.000957827,1.0,1.0,0.0018020700459,0.941121102247,0.927829098737
124.543051666,484,0.0363105653161,-0.512431328271,1.4,0.0164518726709,0.0774221395081,-2.33186602592,1.8910998106,0.412938783777,1.46806350364e-17,-3.17944964277,2.99569039187,0.999944594631,0.309695110999,0.00744400599052,0.69668015587,0.0295280614721,240,-0.00208573,0.92753,9.75373e-05,0.666666666667,1.0,0.00152358766043,0.949282173739,0.94118378346
120.495255843,469,0.0290912903919,-0.571611096443,1.25,0.0166485517923,0.101423571923,-1.89461493492,1.94939112663,0.417532036671,-7.57508247079e-18,-3.61073321071,2.72765858049,0.999934285959,0.298826407905,0.00535152275233,0.625294450095,0.0271772735583,260,-0.00757941,0.925111,0.00397229,0.666666666667,1.0,0.000932733081043,0.967727746483,0.9598132392
120.441340913,467,0.0361313342791,-0.531409307163,1.25,0.0161766194317,-0.0140229036485,-2.04036140442,2.16620707512,0.48671292324,3.04300957499e-17,-3.78750178935,2.86485760134,0.999929743255,0.298195782388,0.00727828365928,0.629225592453,0.0281608207717,280,-0.00853582,0.923182,0.00698225,1.0,1.0,0.000978047967382,0.965442976993,0.964063452899
