_MeanReward,Steps,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,PolicyLoss,PolicyEntropy,KL,Beta,_lr_multiplier,ValFuncLoss,ExplainedVarNew,ExplainedVarOld
180.346981962,706,0.0309879604127,-0.946810217135,2.65,0.0288170485732,-0.00629619888216,-2.621935606,2.68140745163,0.382514511298,-6.91923698067e-18,-2.28634886062,2.04420469755,0.999996418626,0.446621230295,0.0124065930991,1.21288870588,0.0716954230004,20,1.22419e+06,77.0739,156.469,1.5,1.0,0.0311829657643,0.568805839323,-3.65383755935
161.525286471,632,0.0223176404849,-0.826543015308,2.65,0.0233889990379,0.0303946875599,-5.2303647995,5.17191314697,0.779842275287,0.0,-2.0626525433,3.94488511268,0.999986133475,0.409123941581,0.00791000559419,1.19300438722,0.061424156429,40,2.19315e+06,78.7326,209.426,2.25,1.0,0.0217291646758,0.646666586821,0.478813769455
174.899481238,685,0.0516024414938,-0.778613889994,2.45,0.0236748499559,0.0922262393217,-7.4910402298,7.57282400131,1.31598835703,0.0,-2.63469533463,3.1660603056,0.999982518833,0.434198548431,0.00652263684704,1.11263540816,0.0628359504167,60,8.74287e+06,79.7204,418.143,3.375,1.0,0.0161228857998,0.743413512136,0.694472438347
163.868062708,641,0.0493668373391,-0.710348931763,1.9,0.0206486214238,0.216221424135,-10.9855909348,9.72181129456,2.08396645753,-4.4339640297e-17,-2.90668988051,3.47980248888,0.999974262015,0.401468544074,0.0056324552416,0.899208059155,0.0504357302577,80,3.25221e+07,79.047,806.471,5.0625,1.0,0.0072822269168,0.861880230128,0.826404043764
174.900542308,687,0.0446033561359,-0.703976297831,2.1,0.0218577619423,0.304927626753,-14.3213701248,11.266866684,3.21464420828,0.0,-3.10436365493,3.08052410613,0.999974896953,0.42920534932,0.0147865766548,0.979188716584,0.0565362784079,100,1.3096e+08,79.5884,1618.35,7.59375,1.0,0.00678545433354,0.8849588398,0.844994824081
170.607552883,671,0.0481760898605,-0.431683840611,1.9,0.0193284202878,0.273792004853,-18.6116008759,13.8233194351,4.47901141249,-2.11786210361e-17,-3.69077096041,2.60209282865,0.999962067954,0.418228344869,0.0174197497014,0.875982121186,0.0524480492062,120,3.68162e+08,80.5938,2713.46,11.390625,1.0,0.00331847446478,0.936925317001,0.926312126674
164.585596037,646,0.0453523405302,-0.533058114837,1.85,0.0185006870047,0.276937307872,-23.7515583038,16.7063140869,6.25955946133,-1.09991135567e-16,-2.96411931453,2.55387193393,0.999963029321,0.403637902422,0.0135012908968,0.878257651673,0.0494314092147,140,9.61552e+08,80.5914,4385.21,17.0859375,1.0,0.00401461565338,0.923970672093,0.917508526659
162.047617885,637,0.0420946705891,-0.492995788121,1.8,0.0169892357428,0.325326339448,-27.2790489197,19.42943573,7.81812273289,-4.46180681796e-17,-2.80428166812,2.89503256898,0.999959809568,0.397615822941,0.0136004726055,0.857352313473,0.0470961044378,160,9.9594e+08,80.4176,4462.88,25.62890625,1.0,0.00335594835606,0.929018019397,0.925585116401
155.571953963,608,0.0449503333359,-0.475404794,1.85,0.017399176275,0.338255288391,-41.6804199219,26.0992012024,9.58630899162,-2.33731163079e-17,-2.30149879801,2.47574520715,0.999959853599,0.385434468595,0.0143610438477,0.868489583111,0.0448650697388,180,1.95213e+09,80.4397,6248.16,35.0,0.6666666666666666,0.00341815828922,0.923822279981,0.914481293356
159.612838883,625,0.0449792611639,-0.508727107727,1.95,0.0181898074307,0.550310570332,-46.8757553101,42.67918396,11.9467425268,3.97903932026e-17,-2.95853054783,2.70547811578,0.999959562068,0.393115588789,0.0145467790775,0.909347920285,0.0467479741587,200,3.27785e+08,79.4687,2560.06,35.0,0.4444444444444444,0.00401562464351,0.914109727053,0.914604970364
