_MeanReward,Steps,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,PolicyLoss,PolicyEntropy,KL,Beta,_lr_multiplier,ValFuncLoss,ExplainedVarNew,ExplainedVarOld
190.270271493,744,0.0798793852872,-0.783670026207,2.6,0.0268943357427,0.00853166176805,-2.75206542015,2.63780975342,0.383466636888,-1.91006111763e-17,-2.610112319,4.25772554279,0.999979856398,0.467358843995,0.00362833235645,1.17946579793,0.0731741443766,20,268.797,74.9996,2.33043,1.5,1.0,0.0770990823691,-0.0405082412354,0.423803923391
222.086149968,872,0.0690625618855,-0.774134882914,3.6,0.0378191425337,0.012147040176,-3.41794753075,2.90067839622,0.391310855672,-4.0742129344e-17,-1.85907208095,4.99341497742,0.999993275567,0.555388227604,0.00905188773527,1.5532993655,0.114768681919,40,149.967,75.2134,1.74111,2.25,1.0,0.0594018561773,0.5017545559,-0.0170510039453
196.83461225,770,0.0640536072299,-0.729253072879,3.2,0.0322511998784,0.00308301587778,-3.11041975021,3.2225561142,0.407966970182,0.0,-1.86127703993,5.21487779288,0.999988228021,0.499580971357,0.00318307675976,1.41750293332,0.0958237231833,60,50.0636,75.3929,0.99098,3.375,1.0,0.0274304093838,0.720044470768,0.507161099077
181.670345151,714,0.049782805959,-0.794093011437,2.6,0.0275490445836,-0.00439230859001,-3.4373884201,3.13785552979,0.417455085127,-7.46368419916e-17,-3.03998692246,5.80847205833,0.999984948608,0.452040746246,0.00735953502742,1.17322304977,0.0731602818482,80,26.4635,75.5544,0.705745,5.0625,1.0,0.0152658091426,0.792819778603,0.721953569048
199.456505852,783,0.0535008278937,-0.766430743376,2.9,0.0325153103661,7.90756153177e-06,-3.04473876953,3.35265159607,0.431271750115,-3.62984794769e-17,-2.61498162291,2.55225864869,0.999983765045,0.500288016956,0.00571815157183,1.31220448772,0.0921829500118,100,22.2423,75.7291,0.627794,7.59375,1.0,0.0186489645641,0.799132176156,0.743832661629
179.017715394,700,0.0510760507955,-0.749047525181,2.85,0.0294963867467,-0.0055014869708,-3.27830076218,3.35896444321,0.442908184677,-2.53765262771e-17,-2.28075211765,4.45030885257,0.999984707329,0.458103047036,0.0110053430918,1.29132894873,0.0822703571197,120,13.9088,75.8339,0.465348,11.390625,1.0,0.0219440851862,0.735918554221,0.681620385461
201.492822286,792,0.0556148102298,-0.728583790139,3.45,0.0325026089987,-0.00802719451069,-3.86770677567,3.57138967514,0.45405578134,-1.79429983778e-17,-2.42787519018,3.8023179532,0.999984444891,0.501681117988,0.00495218250133,1.48911438107,0.0941149253607,140,13.2256,75.9397,0.420902,17.0859375,1.0,0.0197194466675,0.790900538424,0.738707719367
198.456643563,778,0.0563603122379,-0.801035179689,3.3,0.0339905854781,-0.010946504498,-3.73331689835,4.22492265701,0.474051070593,-3.65317601933e-17,-2.75558989014,2.89309937455,0.999986682002,0.508225852278,0.0118492081438,1.45775232019,0.102544255092,160,14.1253,75.9779,0.394289,25.62890625,1.0,0.0313343702307,0.713859941981,0.677188702024
200.150621226,787,0.0490627319835,-0.760350400148,2.85,0.0304821757254,-0.00695082999542,-3.7650141716,3.66055679321,0.478561757776,0.0,-2.56102479275,3.83491247679,0.999983490873,0.491562338677,0.00876077088974,1.2862917593,0.0854531485077,180,16.0241,75.9405,0.371767,35.0,0.6666666666666666,0.0153680949253,0.820417776561,0.792002223295
192.41408502,754,0.0491858052943,-0.773255992551,3.5,0.0347787735436,0.00312814853169,-3.89117765427,3.3620724678,0.485401937977,3.29827529862e-17,-2.56687816489,3.43738571052,0.999986215972,0.49614963197,0.00339172160453,1.51215232468,0.099539900741,200,5.72967,75.8865,0.140154,35.0,0.4444444444444444,0.0244340295793,0.755376209684,0.691855144191
203.300102703,800,0.0453050707178,-0.782352542074,3.45,0.0334622321575,0.00701976182895,-4.30661010742,3.95144295692,0.496111977892,-1.7763568394e-17,-2.40521277408,3.09337330497,0.999985258951,0.510916178323,0.00974731793252,1.50395391119,0.0989086436973,220,3.11828,75.8245,0.0832138,35.0,0.2962962962962963,0.0252569598401,0.753416638297,0.718679777961
215.650094808,850,0.0485377932992,-0.810553871966,4.3,0.0442812090161,0.0137313032493,-4.32616758347,4.26400327682,0.509061876303,3.34373052122e-17,-2.73423242214,3.86066199809,0.999988014645,0.559742724444,0.00831667361491,1.77399674985,0.132750105666,240,1.37061,75.7801,0.0388315,35.0,0.19753086419753085,0.0426132237411,0.679412571338,0.605052062647
195.319433429,765,0.0479911982965,-0.739486294684,2.8,0.0285964150359,0.00872983708477,-4.16610336304,3.60280799866,0.496125670418,-2.78644210102e-17,-4.18141860609,3.23395269381,0.999983497568,0.485027699363,0.00303651127058,1.25249029526,0.0832918708012,260,0.484534,75.7578,0.0146634,35.0,0.1316872427983539,0.0186495098369,0.787856455787,0.78673545348
201.262606412,791,0.0466087727758,-0.73608301456,3.05,0.0325125958745,0.015181742903,-4.02762842178,3.86946964264,0.501256146979,7.18627292804e-17,-3.92876592286,2.85032737949,0.999985600648,0.507950813515,0.00892296277268,1.34249819288,0.095881027475,280,-0.00121603,75.76,0.000694183,23.3333333333,0.1316872427983539,0.0244235099265,0.74632553681,0.6960344688
212.209042735,835,0.0504119055281,-0.820999176396,3.5,0.0359641037593,0.0119670909708,-4.28662586212,3.81775712967,0.503110077754,-4.25474692072e-17,-2.44338721542,3.72610535725,0.999986143912,0.533852368622,0.00533938304185,1.51027120494,0.107578005493,300,-12.1783,75.5673,0.0177892,35.0,0.0877914951989026,0.0261216715323,0.757295336636,0.695400764528
194.674832178,765,0.0460439298509,-0.774764167761,3.1,0.0319262696811,0.012531721335,-4.17347764969,3.78878879547,0.500092961508,-2.78644210102e-17,-2.94367876347,3.37226946113,0.999984628152,0.488000724071,0.0124200053873,1.36841323864,0.0894169645797,320,0.0683472,75.4809,0.00254698,35.0,0.0877914951989026,0.0188843347391,0.788974714116,0.734891799442
197.063231283,773,0.0530587875037,-0.760335957948,3.35,0.0325563976516,0.0129188773712,-4.78348731995,3.64481782913,0.501153034434,-9.19201469289e-18,-2.61372565144,3.2779654493,0.999984008262,0.501746394037,0.00506151717666,1.46681857395,0.0984345651913,340,-0.316528,75.4999,0.00200932,35.0,0.0877914951989026,0.0197479083094,0.801947129891,0.772757027965
188.653281622,740,0.0439176978401,-0.805630546255,3.1,0.0324371839181,0.00753475305545,-4.33112192154,3.70030403137,0.498423063877,-9.60192886162e-18,-3.12178009448,3.0180324489,0.999984221391,0.489987244078,0.00701147356173,1.36689450432,0.0945904488833,360,-0.0149019,75.4945,0.000919744,23.3333333333,0.0877914951989026,0.0196912651257,0.804281856397,0.77967744812
195.708474112,769,0.0462555372738,-0.788260298634,3.5,0.0359023688313,0.0110858906359,-4.51486110687,3.81979322433,0.506432477095,-1.84796550263e-17,-2.987750802,3.55387951924,0.999987534575,0.508085948225,0.0129432490854,1.5083350178,0.105609052176,380,-0.0127103,75.5014,0.00050359,15.5555555556,0.0877914951989026,0.028914497563,0.729340168991,0.639723778296
231.286789715,910,0.0572582508532,-0.753420529103,4.1,0.0498606129972,0.00867520102939,-4.65369033813,3.92768383026,0.512556956713,0.0,-2.18789492747,3.10458504127,0.999988862798,0.592370122625,0.0136973584352,1.71662991168,0.1465642173,400,-0.095206,75.4783,0.00234364,15.5555555556,0.0877914951989026,0.0437617243778,0.701524310526,0.555089975412
202.007720285,791,0.053400869375,-0.763246673808,2.6,0.0289061920095,0.00478777696381,-4.05645751953,3.8303437233,0.493190116726,3.59313646402e-17,-3.09402981104,2.60021308753,0.999985158103,0.498926519408,0.00926872749773,1.19597786317,0.0842210487252,420,-49.0571,75.3834,0.0131616,23.3333333333,0.0877914951989026,0.0140199088132,0.840435767384,0.735699950664
185.171424105,727,0.0459999155313,-0.795846074827,2.6,0.0270358288732,0.00963428961053,-4.1269493103,3.57134723663,0.486871789005,-5.3754952499e-17,-3.32488120758,3.18867010657,0.999982141945,0.456118174404,0.00919791788647,1.17425922662,0.0716982068789,440,0.298374,75.1834,0.0134982,35.0,0.0877914951989026,0.0111295496031,0.85596645902,0.789525698351
200.27860635,786,0.050799919362,-0.832432119598,3.2,0.0342275076206,0.0108234450013,-3.98266291618,3.82501244545,0.499310855316,-1.8079967831e-17,-2.44060783173,2.7582612048,0.999985042614,0.508878960589,0.00973755850665,1.3972619865,0.0995124323848,460,0.125712,75.1419,0.00429655,35.0,0.0877914951989026,0.0264085252166,0.759507169621,0.71296389751
190.423521889,747,0.0495847162772,-0.798110101772,2.95,0.0292515901103,0.00860386991198,-3.98656105995,3.66764879227,0.492138660396,-1.07009448157e-17,-2.92784177469,4.16592782229,0.999982529107,0.477327593725,0.0126229714925,1.31982447506,0.0842548821408,480,-0.433245,75.144,0.00383454,35.0,0.0877914951989026,0.0165657638283,0.805025858602,0.76326374127
213.242613578,840,0.0544057805636,-0.785531509857,4.35,0.0471674349075,0.0119025214357,-4.18832111359,3.92897176743,0.505808061791,0.0,-1.96509843024,3.02030821183,0.999988885492,0.560505888512,0.010624212704,1.79432437324,0.141906135677,500,0.00248264,75.153,0.000646332,23.3333333333,0.0877914951989026,0.0537864410119,0.65706129342,0.581601910408
190.893354824,748,0.0510787974549,-0.769992177298,3.25,0.0286656738723,0.0102256553014,-5.10599899292,3.35305929184,0.488989975556,0.0,-2.40599914345,3.79854061243,0.999985013695,0.473172547643,0.0103804303566,1.43050580773,0.0822483888931,520,-0.0117438,75.1474,0.000546935,15.5555555556,0.0877914951989026,0.0239722940663,0.73572973006,0.702525835325
210.484786267,824,0.0609346284504,-0.737133213171,3.8,0.0363119817249,0.0117911394752,-4.19587230682,3.87874031067,0.502302778517,-8.6230914534e-18,-2.46647779868,3.63571241823,0.999987533708,0.540011423616,0.00874889874431,1.62220475643,0.115165280995,540,-0.0258232,75.1409,0.00132883,10.3703703704,0.0877914951989026,0.029150973511,0.749592558745,0.704508596101
